Freq.	mag(V(n002)/V(n006))
1.69112112112112e+003	1.98695027845663e+000,0.00000000000000e+000
1.72114114114114e+003	2.02607724675737e+000,0.00000000000000e+000
1.75116116116116e+003	2.06511701415461e+000,0.00000000000000e+000
1.78118118118118e+003	2.10403879361586e+000,0.00000000000000e+000
1.81120120120120e+003	2.14281022723838e+000,0.00000000000000e+000
1.84122122122122e+003	2.18139743400905e+000,0.00000000000000e+000
1.87124124124124e+003	2.21976507158717e+000,0.00000000000000e+000
1.90126126126126e+003	2.25787641280163e+000,0.00000000000000e+000
1.93128128128128e+003	2.29569343742219e+000,0.00000000000000e+000
1.96130130130130e+003	2.33317693960784e+000,0.00000000000000e+000
1.99132132132132e+003	2.37028665125135e+000,0.00000000000000e+000
2.02134134134134e+003	2.40698138123167e+000,0.00000000000000e+000
2.05136136136136e+003	2.44321917035382e+000,0.00000000000000e+000
2.08138138138138e+003	2.47895746150594e+000,0.00000000000000e+000
2.11140140140140e+003	2.51415328429478e+000,0.00000000000000e+000
2.14142142142142e+003	2.54876345314282e+000,0.00000000000000e+000
2.17144144144144e+003	2.58274477754583e+000,0.00000000000000e+000
2.20146146146146e+003	2.61605428290611e+000,0.00000000000000e+000
2.23148148148148e+003	2.64864944008235e+000,0.00000000000000e+000
2.26150150150150e+003	2.68048840153779e+000,0.00000000000000e+000
2.29152152152152e+003	2.71153024173419e+000,0.00000000000000e+000
2.32154154154154e+003	2.74173519921667e+000,0.00000000000000e+000
2.35156156156156e+003	2.77106491767228e+000,0.00000000000000e+000
2.38158158158158e+003	2.79948268312924e+000,0.00000000000000e+000
2.41160160160160e+003	2.82695365440135e+000,0.00000000000000e+000
2.44162162162162e+003	2.85344508387639e+000,0.00000000000000e+000
2.47164164164164e+003	2.87892652580228e+000,0.00000000000000e+000
2.50166166166166e+003	2.90337002934125e+000,0.00000000000000e+000
2.53168168168168e+003	2.92675031383979e+000,0.00000000000000e+000
2.56170170170170e+003	2.94904492399661e+000,0.00000000000000e+000
2.59172172172172e+003	2.97023436290012e+000,0.00000000000000e+000
2.62174174174174e+003	2.99030220124103e+000,0.00000000000000e+000
2.65176176176176e+003	3.00923516137932e+000,0.00000000000000e+000
2.68178178178178e+003	3.02702317534589e+000,0.00000000000000e+000
2.71180180180180e+003	3.04365941627949e+000,0.00000000000000e+000
2.74182182182182e+003	3.05914030322570e+000,0.00000000000000e+000
2.77184184184184e+003	3.07346547964672e+000,0.00000000000000e+000
2.80186186186186e+003	3.08663776639811e+000,0.00000000000000e+000
2.83188188188189e+003	3.09866309030933e+000,0.00000000000000e+000
2.86190190190191e+003	3.10955038985233e+000,0.00000000000000e+000
2.89192192192193e+003	3.11931149968657e+000,0.00000000000000e+000
2.92194194194195e+003	3.12796101612583e+000,0.00000000000000e+000
2.95196196196197e+003	3.13551614577595e+000,0.00000000000000e+000
2.98198198198199e+003	3.14199653974243e+000,0.00000000000000e+000
3.01200200200201e+003	3.14742411590093e+000,0.00000000000000e+000
3.04202202202203e+003	3.15182287176406e+000,0.00000000000000e+000
3.07204204204205e+003	3.15521869046672e+000,0.00000000000000e+000
3.10206206206207e+003	3.15763914233439e+000,0.00000000000000e+000
3.13208208208209e+003	3.15911328439782e+000,0.00000000000000e+000
3.16210210210211e+003	3.15967146008132e+000,0.00000000000000e+000
3.19212212212213e+003	3.15934510112509e+000,0.00000000000000e+000
3.22214214214215e+003	3.15816653361234e+000,0.00000000000000e+000
3.25216216216217e+003	3.15616878976455e+000,0.00000000000000e+000
3.28218218218219e+003	3.15338542695216e+000,0.00000000000000e+000
3.31220220220221e+003	3.14985035514538e+000,0.00000000000000e+000
3.34222222222223e+003	3.14559767380914e+000,0.00000000000000e+000
3.37224224224225e+003	3.14066151903111e+000,0.00000000000000e+000
3.40226226226227e+003	3.13507592146507e+000,0.00000000000000e+000
3.43228228228229e+003	3.12887467547875e+000,0.00000000000000e+000
3.46230230230231e+003	3.12209121971699e+000,0.00000000000000e+000
3.49232232232233e+003	3.11475852912909e+000,0.00000000000000e+000
3.52234234234235e+003	3.10690901836610e+000,0.00000000000000e+000
3.55236236236237e+003	3.09857445632792e+000,0.00000000000000e+000
3.58238238238239e+003	3.08978589153385e+000,0.00000000000000e+000
3.61240240240241e+003	3.08057358790117e+000,0.00000000000000e+000
3.64242242242243e+003	3.07096697044436e+000,0.00000000000000e+000
3.67244244244245e+003	3.06099458035273e+000,0.00000000000000e+000
3.70246246246247e+003	3.05068403886293e+000,0.00000000000000e+000
3.73248248248249e+003	3.04006201931596e+000,0.00000000000000e+000
3.76250250250251e+003	3.02915422677311e+000,0.00000000000000e+000
3.79252252252253e+003	3.01798538456046e+000,0.00000000000000e+000
3.82254254254255e+003	3.00657922711629e+000,0.00000000000000e+000
3.85256256256257e+003	2.99495849852723e+000,0.00000000000000e+000
3.88258258258259e+003	2.98314495615793e+000,0.00000000000000e+000
3.91260260260261e+003	2.97115937880204e+000,0.00000000000000e+000
3.94262262262263e+003	2.95902157880952e+000,0.00000000000000e+000
3.97264264264265e+003	2.94675041767592e+000,0.00000000000000e+000
4.00266266266267e+003	2.93436382461066e+000,0.00000000000000e+000
4.03268268268269e+003	2.92187881763578e+000,0.00000000000000e+000
4.06270270270271e+003	2.90931152679924e+000,0.00000000000000e+000
4.09272272272273e+003	2.89667721912199e+000,0.00000000000000e+000
4.12274274274275e+003	2.88399032493016e+000,0.00000000000000e+000
4.15276276276277e+003	2.87126446525709e+000,0.00000000000000e+000
4.18278278278279e+003	2.85851248003055e+000,0.00000000000000e+000
4.21280280280281e+003	2.84574645679043e+000,0.00000000000000e+000
4.24282282282283e+003	2.83297775971048e+000,0.00000000000000e+000
4.27284284284285e+003	2.82021705872403e+000,0.00000000000000e+000
4.30286286286287e+003	2.80747435857826e+000,0.00000000000000e+000
4.33288288288289e+003	2.79475902766467e+000,0.00000000000000e+000
4.36290290290291e+003	2.78207982649435e+000,0.00000000000000e+000
4.39292292292293e+003	2.76944493570592e+000,0.00000000000000e+000
4.42294294294295e+003	2.75686198351177e+000,0.00000000000000e+000
4.45296296296297e+003	2.74433807250422e+000,0.00000000000000e+000
4.48298298298299e+003	2.73187980575717e+000,0.00000000000000e+000
4.51300300300301e+003	2.71949331217251e+000,0.00000000000000e+000
4.54302302302303e+003	2.70718427103116e+000,0.00000000000000e+000
4.57304304304305e+003	2.69495793571960e+000,0.00000000000000e+000
4.60306306306307e+003	2.68281915661131e+000,0.00000000000000e+000
4.63308308308309e+003	2.67077240309046e+000,0.00000000000000e+000
4.66310310310311e+003	2.65882178471249e+000,0.00000000000000e+000
4.69312312312313e+003	2.64697107150151e+000,0.00000000000000e+000
4.72314314314315e+003	2.63522371339034e+000,0.00000000000000e+000
4.75316316316317e+003	2.62358285881262e+000,0.00000000000000e+000
4.78318318318319e+003	2.61205137246081e+000,0.00000000000000e+000
4.81320320320321e+003	2.60063185222629e+000,0.00000000000000e+000
4.84322322322323e+003	2.58932664534101e+000,0.00000000000000e+000
4.87324324324325e+003	2.57813786374134e+000,0.00000000000000e+000
4.90326326326327e+003	2.56706739867731e+000,0.00000000000000e+000
4.93328328328329e+003	2.55611693459080e+000,0.00000000000000e+000
4.96330330330331e+003	2.54528796228770e+000,0.00000000000000e+000
4.99332332332333e+003	2.53458179142944e+000,0.00000000000000e+000
5.02334334334334e+003	2.52399956236970e+000,0.00000000000000e+000
5.05336336336336e+003	2.51354225736230e+000,0.00000000000000e+000
5.08338338338338e+003	2.50321071116599e+000,0.00000000000000e+000
5.11340340340340e+003	2.49300562107208e+000,0.00000000000000e+000
5.14342342342342e+003	2.48292755638011e+000,0.00000000000000e+000
5.17344344344344e+003	2.47297696734661e+000,0.00000000000000e+000
5.20346346346346e+003	2.46315419363127e+000,0.00000000000000e+000
5.23348348348348e+003	2.45345947226433e+000,0.00000000000000e+000
5.26350350350350e+003	2.44389294515838e+000,0.00000000000000e+000
5.29352352352352e+003	2.43445466618696e+000,0.00000000000000e+000
5.32354354354354e+003	2.42514460785166e+000,0.00000000000000e+000
5.35356356356356e+003	2.41596266755869e+000,0.00000000000000e+000
5.38358358358358e+003	2.40690867352492e+000,0.00000000000000e+000
5.41360360360360e+003	2.39798239033299e+000,0.00000000000000e+000
5.44362362362362e+003	2.38918352415387e+000,0.00000000000000e+000
5.47364364364364e+003	2.38051172765476e+000,0.00000000000000e+000
5.50366366366366e+003	2.37196660460931e+000,0.00000000000000e+000
5.53368368368368e+003	2.36354771422648e+000,0.00000000000000e+000
5.56370370370370e+003	2.35525457521343e+000,0.00000000000000e+000
5.59372372372372e+003	2.34708666958744e+000,0.00000000000000e+000
5.62374374374374e+003	2.33904344625059e+000,0.00000000000000e+000
5.65376376376376e+003	2.33112432434107e+000,0.00000000000000e+000
5.68378378378378e+003	2.32332869637329e+000,0.00000000000000e+000
5.71380380380380e+003	2.31565593117939e+000,0.00000000000000e+000
5.74382382382382e+003	2.30810537666320e+000,0.00000000000000e+000
5.77384384384384e+003	2.30067636237775e+000,0.00000000000000e+000
5.80386386386386e+003	2.29336820193665e+000,0.00000000000000e+000
5.83388388388388e+003	2.28618019526884e+000,0.00000000000000e+000
5.86390390390390e+003	2.27911163072626e+000,0.00000000000000e+000
5.89392392392392e+003	2.27216178705294e+000,0.00000000000000e+000
5.92394394394394e+003	2.26532993522387e+000,0.00000000000000e+000
5.95396396396396e+003	2.25861534016137e+000,0.00000000000000e+000
5.98398398398398e+003	2.25201726233646e+000,0.00000000000000e+000
6.01400400400400e+003	2.24553495926202e+000,0.00000000000000e+000
6.04402402402402e+003	2.23916768688442e+000,0.00000000000000e+000
6.07404404404404e+003	2.23291470087980e+000,0.00000000000000e+000
6.10406406406405e+003	2.22677525786077e+000,0.00000000000000e+000
6.13408408408407e+003	2.22074861649916e+000,0.00000000000000e+000
6.16410410410409e+003	2.21483403856986e+000,0.00000000000000e+000
6.19412412412411e+003	2.20903078992074e+000,0.00000000000000e+000
6.22414414414413e+003	2.20333814137333e+000,0.00000000000000e+000
6.25416416416415e+003	2.19775536955835e+000,0.00000000000000e+000
6.28418418418417e+003	2.19228175769045e+000,0.00000000000000e+000
6.31420420420419e+003	2.18691659628586e+000,0.00000000000000e+000
6.34422422422421e+003	2.18165918382654e+000,0.00000000000000e+000
6.37424424424423e+003	2.17650882737434e+000,0.00000000000000e+000
6.40426426426425e+003	2.17146484313829e+000,0.00000000000000e+000
6.43428428428427e+003	2.16652655699810e+000,0.00000000000000e+000
6.46430430430429e+003	2.16169330498654e+000,0.00000000000000e+000
6.49432432432431e+003	2.15696443373359e+000,0.00000000000000e+000
6.52434434434433e+003	2.15233930087469e+000,0.00000000000000e+000
6.55436436436435e+003	2.14781727542543e+000,0.00000000000000e+000
6.58438438438437e+003	2.14339773812501e+000,0.00000000000000e+000
6.61440440440439e+003	2.13908008175039e+000,0.00000000000000e+000
6.64442442442441e+003	2.13486371140320e+000,0.00000000000000e+000
6.67444444444443e+003	2.13074804477109e+000,0.00000000000000e+000
6.70446446446445e+003	2.12673251236536e+000,0.00000000000000e+000
6.73448448448447e+003	2.12281655773633e+000,0.00000000000000e+000
6.76450450450449e+003	2.11899963766812e+000,0.00000000000000e+000
6.79452452452451e+003	2.11528122235402e+000,0.00000000000000e+000
6.82454454454453e+003	2.11166079555398e+000,0.00000000000000e+000
6.85456456456455e+003	2.10813785473526e+000,0.00000000000000e+000
6.88458458458457e+003	2.10471191119756e+000,0.00000000000000e+000
6.91460460460459e+003	2.10138249018348e+000,0.00000000000000e+000
6.94462462462461e+003	2.09814913097556e+000,0.00000000000000e+000
6.97464464464463e+003	2.09501138698059e+000,0.00000000000000e+000
7.00466466466465e+003	2.09196882580226e+000,0.00000000000000e+000
7.03468468468467e+003	2.08902102930277e+000,0.00000000000000e+000
7.06470470470469e+003	2.08616759365423e+000,0.00000000000000e+000
7.09472472472471e+003	2.08340812938067e+000,0.00000000000000e+000
7.12474474474473e+003	2.08074226139098e+000,0.00000000000000e+000
7.15476476476475e+003	2.07816962900369e+000,0.00000000000000e+000
7.18478478478477e+003	2.07568988596391e+000,0.00000000000000e+000
7.21480480480478e+003	2.07330270045312e+000,0.00000000000000e+000
7.24482482482480e+003	2.07100775509200e+000,0.00000000000000e+000
7.27484484484482e+003	2.06880474693706e+000,0.00000000000000e+000
7.30486486486484e+003	2.06669338747104e+000,0.00000000000000e+000
7.33488488488486e+003	2.06467340258784e+000,0.00000000000000e+000
7.36490490490488e+003	2.06274453257188e+000,0.00000000000000e+000
7.39492492492490e+003	2.06090653207247e+000,0.00000000000000e+000
7.42494494494492e+003	2.05915917007323e+000,0.00000000000000e+000
7.45496496496494e+003	2.05750222985683e+000,0.00000000000000e+000
7.48498498498496e+003	2.05593550896523e+000,0.00000000000000e+000
7.51500500500498e+003	2.05445881915553e+000,0.00000000000000e+000
7.54502502502500e+003	2.05307198635147e+000,0.00000000000000e+000
7.57504504504502e+003	2.05177485059089e+000,0.00000000000000e+000
7.60506506506504e+003	2.05056726596881e+000,0.00000000000000e+000
7.63508508508506e+003	2.04944910057661e+000,0.00000000000000e+000
7.66510510510508e+003	2.04842023643689e+000,0.00000000000000e+000
7.69512512512510e+003	2.04748056943424e+000,0.00000000000000e+000
7.72514514514512e+003	2.04663000924175e+000,0.00000000000000e+000
7.75516516516514e+003	2.04586847924320e+000,0.00000000000000e+000
7.78518518518516e+003	2.04519591645075e+000,0.00000000000000e+000
7.81520520520518e+003	2.04461227141811e+000,0.00000000000000e+000
7.84522522522520e+003	2.04411750814887e+000,0.00000000000000e+000
7.87524524524522e+003	2.04371160399990e+000,0.00000000000000e+000
7.90526526526524e+003	2.04339454957954e+000,0.00000000000000e+000
7.93528528528526e+003	2.04316634864029e+000,0.00000000000000e+000
7.96530530530528e+003	2.04302701796581e+000,0.00000000000000e+000
7.99532532532530e+003	2.04297658725178e+000,0.00000000000000e+000
8.02534534534532e+003	2.04301509898038e+000,0.00000000000000e+000
8.05536536536534e+003	2.04314260828795e+000,0.00000000000000e+000
8.08538538538536e+003	2.04335918282539e+000,0.00000000000000e+000
8.11540540540538e+003	2.04366490261095e+000,0.00000000000000e+000
8.14542542542540e+003	2.04405985987481e+000,0.00000000000000e+000
8.17544544544542e+003	2.04454415889500e+000,0.00000000000000e+000
8.20546546546544e+003	2.04511791582404e+000,0.00000000000000e+000
8.23548548548546e+003	2.04578125850581e+000,0.00000000000000e+000
8.26550550550548e+003	2.04653432628187e+000,0.00000000000000e+000
8.29552552552550e+003	2.04737726978666e+000,0.00000000000000e+000
8.32554554554552e+003	2.04831025073079e+000,0.00000000000000e+000
8.35556556556554e+003	2.04933344167172e+000,0.00000000000000e+000
8.38558558558556e+003	2.05044702577084e+000,0.00000000000000e+000
8.41560560560558e+003	2.05165119653637e+000,0.00000000000000e+000
8.44562562562559e+003	2.05294615755087e+000,0.00000000000000e+000
8.47564564564561e+003	2.05433212218253e+000,0.00000000000000e+000
8.50566566566563e+003	2.05580931327917e+000,0.00000000000000e+000
8.53568568568565e+003	2.05737796284394e+000,0.00000000000000e+000
8.56570570570567e+003	2.05903831169134e+000,0.00000000000000e+000
8.59572572572569e+003	2.06079060908268e+000,0.00000000000000e+000
8.62574574574571e+003	2.06263511233930e+000,0.00000000000000e+000
8.65576576576573e+003	2.06457208643254e+000,0.00000000000000e+000
8.68578578578575e+003	2.06660180354879e+000,0.00000000000000e+000
8.71580580580577e+003	2.06872454262823e+000,0.00000000000000e+000
8.74582582582579e+003	2.07094058887558e+000,0.00000000000000e+000
8.77584584584581e+003	2.07325023324125e+000,0.00000000000000e+000
8.80586586586583e+003	2.07565377187111e+000,0.00000000000000e+000
8.83588588588585e+003	2.07815150552295e+000,0.00000000000000e+000
8.86590590590587e+003	2.08074373894773e+000,0.00000000000000e+000
8.89592592592589e+003	2.08343078023363e+000,0.00000000000000e+000
8.92594594594591e+003	2.08621294011051e+000,0.00000000000000e+000
8.95596596596593e+003	2.08909053121278e+000,0.00000000000000e+000
8.98598598598595e+003	2.09206386729807e+000,0.00000000000000e+000
9.01600600600597e+003	2.09513326241930e+000,0.00000000000000e+000
9.04602602602599e+003	2.09829903004756e+000,0.00000000000000e+000
9.07604604604601e+003	2.10156148214284e+000,0.00000000000000e+000
9.10606606606603e+003	2.10492092816998e+000,0.00000000000000e+000
9.13608608608605e+003	2.10837767405660e+000,0.00000000000000e+000
9.16610610610607e+003	2.11193202108994e+000,0.00000000000000e+000
9.19612612612609e+003	2.11558426474928e+000,0.00000000000000e+000
9.22614614614611e+003	2.11933469347040e+000,0.00000000000000e+000
9.25616616616613e+003	2.12318358733859e+000,0.00000000000000e+000
9.28618618618615e+003	2.12713121670623e+000,0.00000000000000e+000
9.31620620620617e+003	2.13117784073115e+000,0.00000000000000e+000
9.34622622622619e+003	2.13532370583161e+000,0.00000000000000e+000
9.37624624624621e+003	2.13956904405354e+000,0.00000000000000e+000
9.40626626626623e+003	2.14391407134561e+000,0.00000000000000e+000
9.43628628628625e+003	2.14835898573755e+000,0.00000000000000e+000
9.46630630630627e+003	2.15290396541679e+000,0.00000000000000e+000
9.49632632632629e+003	2.15754916669847e+000,0.00000000000000e+000
9.52634634634630e+003	2.16229472188365e+000,0.00000000000000e+000
9.55636636636632e+003	2.16714073700032e+000,0.00000000000000e+000
9.58638638638634e+003	2.17208728942167e+000,0.00000000000000e+000
9.61640640640636e+003	2.17713442535592e+000,0.00000000000000e+000
9.64642642642638e+003	2.18228215720180e+000,0.00000000000000e+000
9.67644644644640e+003	2.18753046076367e+000,0.00000000000000e+000
9.70646646646642e+003	2.19287927231999e+000,0.00000000000000e+000
9.73648648648644e+003	2.19832848553880e+000,0.00000000000000e+000
9.76650650650646e+003	2.20387794823385e+000,0.00000000000000e+000
9.79652652652648e+003	2.20952745895448e+000,0.00000000000000e+000
9.82654654654650e+003	2.21527676340285e+000,0.00000000000000e+000
9.85656656656652e+003	2.22112555067149e+000,0.00000000000000e+000
9.88658658658654e+003	2.22707344929442e+000,0.00000000000000e+000
9.91660660660656e+003	2.23312002310494e+000,0.00000000000000e+000
9.94662662662658e+003	2.23926476689312e+000,0.00000000000000e+000
9.97664664664660e+003	2.24550710185638e+000,0.00000000000000e+000
1.00066666666666e+004	2.25184637083606e+000,0.00000000000000e+000
1.00366866866866e+004	2.25828183333368e+000,0.00000000000000e+000
1.00667067067067e+004	2.26481266030032e+000,0.00000000000000e+000
1.00967267267267e+004	2.27143792869286e+000,0.00000000000000e+000
1.01267467467467e+004	2.27815661579134e+000,0.00000000000000e+000
1.01567667667667e+004	2.28496759327199e+000,0.00000000000000e+000
1.01867867867867e+004	2.29186962103074e+000,0.00000000000000e+000
1.02168068068068e+004	2.29886134075313e+000,0.00000000000000e+000
1.02468268268268e+004	2.30594126922652e+000,0.00000000000000e+000
1.02768468468468e+004	2.31310779139202e+000,0.00000000000000e+000
1.03068668668668e+004	2.32035915313388e+000,0.00000000000000e+000
1.03368868868868e+004	2.32769345380556e+000,0.00000000000000e+000
1.03669069069069e+004	2.33510863849268e+000,0.00000000000000e+000
1.03969269269269e+004	2.34260249001451e+000,0.00000000000000e+000
1.04269469469469e+004	2.35017262066724e+000,0.00000000000000e+000
1.04569669669669e+004	2.35781646371400e+000,0.00000000000000e+000
1.04869869869869e+004	2.36553126462849e+000,0.00000000000000e+000
1.05170070070070e+004	2.37331407210131e+000,0.00000000000000e+000
1.05470270270270e+004	2.38116172882058e+000,0.00000000000000e+000
1.05770470470470e+004	2.38907086204090e+000,0.00000000000000e+000
1.06070670670670e+004	2.39703787395773e+000,0.00000000000000e+000
1.06370870870870e+004	2.40505893190754e+000,0.00000000000000e+000
1.06671071071071e+004	2.41312995841739e+000,0.00000000000000e+000
1.06971271271271e+004	2.42124662113151e+000,0.00000000000000e+000
1.07271471471471e+004	2.42940432264653e+000,0.00000000000000e+000
1.07571671671671e+004	2.43759819029139e+000,0.00000000000000e+000
1.07871871871871e+004	2.44582306589259e+000,0.00000000000000e+000
1.08172072072072e+004	2.45407349557070e+000,0.00000000000000e+000
1.08472272272272e+004	2.46234371961929e+000,0.00000000000000e+000
1.08772472472472e+004	2.47062766252294e+000,0.00000000000000e+000
1.09072672672672e+004	2.47891892317732e+000,0.00000000000000e+000
1.09372872872872e+004	2.48721076538022e+000,0.00000000000000e+000
1.09673073073073e+004	2.49549610866909e+000,0.00000000000000e+000
1.09973273273273e+004	2.50376751958727e+000,0.00000000000000e+000
1.10273473473473e+004	2.51201720346793e+000,0.00000000000000e+000
1.10573673673673e+004	2.52023699683175e+000,0.00000000000000e+000
1.10873873873873e+004	2.52841836050137e+000,0.00000000000000e+000
1.11174074074074e+004	2.53655237354262e+000,0.00000000000000e+000
1.11474274274274e+004	2.54462972814935e+000,0.00000000000000e+000
1.11774474474474e+004	2.55264072559539e+000,0.00000000000000e+000
1.12074674674674e+004	2.56057527338339e+000,0.00000000000000e+000
1.12374874874874e+004	2.56842288372614e+000,0.00000000000000e+000
1.12675075075074e+004	2.57617267350113e+000,0.00000000000000e+000
1.12975275275275e+004	2.58381336582352e+000,0.00000000000000e+000
1.13275475475475e+004	2.59133329338612e+000,0.00000000000000e+000
1.13575675675675e+004	2.59872040371735e+000,0.00000000000000e+000
1.13875875875875e+004	2.60596226650901e+000,0.00000000000000e+000
1.14176076076075e+004	2.61304608316519e+000,0.00000000000000e+000
1.14476276276276e+004	2.61995869872128e+000,0.00000000000000e+000
1.14776476476476e+004	2.62668661627772e+000,0.00000000000000e+000
1.15076676676676e+004	2.63321601408672e+000,0.00000000000000e+000
1.15376876876876e+004	2.63953276542118e+000,0.00000000000000e+000
1.15677077077076e+004	2.64562246134369e+000,0.00000000000000e+000
1.15977277277277e+004	2.65147043647929e+000,0.00000000000000e+000
1.16277477477477e+004	2.65706179787844e+000,0.00000000000000e+000
1.16577677677677e+004	2.66238145703685e+000,0.00000000000000e+000
1.16877877877877e+004	2.66741416511518e+000,0.00000000000000e+000
1.17178078078077e+004	2.67214455137576e+000,0.00000000000000e+000
1.17478278278278e+004	2.67655716482386e+000,0.00000000000000e+000
1.17778478478478e+004	2.68063651900879e+000,0.00000000000000e+000
1.18078678678678e+004	2.68436713990501e+000,0.00000000000000e+000
1.18378878878878e+004	2.68773361675563e+000,0.00000000000000e+000
1.18679079079078e+004	2.69072065572109e+000,0.00000000000000e+000
1.18979279279279e+004	2.69331313613377e+000,0.00000000000000e+000
1.19279479479479e+004	2.69549616911683e+000,0.00000000000000e+000
1.19579679679679e+004	2.69725515828150e+000,0.00000000000000e+000
1.19879879879879e+004	2.69857586217389e+000,0.00000000000000e+000
1.20180080080079e+004	2.69944445809940e+000,0.00000000000000e+000
1.20480280280280e+004	2.69984760691160e+000,0.00000000000000e+000
1.20780480480480e+004	2.69977251831372e+000,0.00000000000000e+000
1.21080680680680e+004	2.69920701618565e+000,0.00000000000000e+000
1.21380880880880e+004	2.69813960341802e+000,0.00000000000000e+000
1.21681081081080e+004	2.69655952570917e+000,0.00000000000000e+000
1.21981281281281e+004	2.69445683376096e+000,0.00000000000000e+000
1.22281481481481e+004	2.69182244329624e+000,0.00000000000000e+000
1.22581681681681e+004	2.68864819231544e+000,0.00000000000000e+000
1.22881881881881e+004	2.68492689501233e+000,0.00000000000000e+000
1.23182082082081e+004	2.68065239178053e+000,0.00000000000000e+000
1.23482282282282e+004	2.67581959476200e+000,0.00000000000000e+000
1.23782482482482e+004	2.67042452841858e+000,0.00000000000000e+000
1.24082682682682e+004	2.66446436464492e+000,0.00000000000000e+000
1.24382882882882e+004	2.65793745198817e+000,0.00000000000000e+000
1.24683083083082e+004	2.65084333859419e+000,0.00000000000000e+000
1.24983283283283e+004	2.64318278856169e+000,0.00000000000000e+000
1.25283483483483e+004	2.63495779145415e+000,0.00000000000000e+000
1.25583683683683e+004	2.62617156479244e+000,0.00000000000000e+000
1.25883883883883e+004	2.61682854942870e+000,0.00000000000000e+000
1.26184084084083e+004	2.60693439778168e+000,0.00000000000000e+000
1.26484284284284e+004	2.59649595499503e+000,0.00000000000000e+000
1.26784484484484e+004	2.58552123316034e+000,0.00000000000000e+000
